country,exportTo,exportValue,latOrig,lngOrig,latExp,lngExp
Somalia,Comoros,171907116.484079,6.06323877961878,45.86797365769323,-11.890983921008118,43.68250152681214
Somalia,Kazakhstan,142713954.451917,6.06323877961878,45.86797365769323,48.16396370170779,67.28831285194073
Somalia,Maldives,576586694.904833,6.06323877961878,45.86797365769323,3.908957389035834,73.20939112265546
Somalia,Malawi,367612128.714653,6.06323877961878,45.86797365769323,-13.222248295998838,34.30632780607247
Somalia,Myanmar/Burma,10561877142.0508,6.06323877961878,45.86797365769323,21.128189982877604,96.51112175814735
Somalia,Madagascar,3581711647.11179,6.06323877961878,45.86797365769323,-19.391469677638604,46.700179661282526
Somalia,Nigeria,1796409882.50145,6.06323877961878,45.86797365769323,9.592893415226971,8.099244955719461
Somalia,Mozambique,3733127965.5576,6.06323877961878,45.86797365769323,-17.26107718420528,35.55357178029834
Somalia,Nepal,4009007626.51158,6.06323877961878,45.86797365769323,28.259169551927684,83.94546589061217
Somalia,Pakistan,2470208375.82251,6.06323877961878,45.86797365769323,29.397678692182367,68.80823417197462
Somalia,Oman,268711763.498101,6.06323877961878,45.86797365769323,20.5969155112414,56.102721270328594
Somalia,Russian Federation,137190328.132348,6.06323877961878,45.86797365769323,61.995078654340304,96.70029935507075
Somalia,Saudi Arabia,1437171822.86047,6.06323877961878,45.86797365769323,24.12384839693873,44.5438468173102
Somalia,Seychelles,237325133.893322,6.06323877961878,45.86797365769323,-6.925711477486596,51.469939461898
Somalia,Rwanda,1242014778.56935,6.06323877961878,45.86797365769323,-1.999970826179018,29.92313418485719
Somalia,Sudan,1583274546.66012,6.06323877961878,45.86797365769323,16.01968904986606,29.95823564163668
Somalia,South Sudan,13665730903.4406,6.06323877961878,45.86797365769323,7.290525017147963,30.32620232981809
Somalia,United Republic of Tanzania,23564164610.402,6.06323877961878,45.86797365769323,-6.263284549138609,34.81612480977888
Somalia,Chad,494248088.855682,6.06323877961878,45.86797365769323,15.340603109942275,18.661326543997767
Somalia,Turkmenistan,132377856.487523,6.06323877961878,45.86797365769323,39.11302469504172,59.38672976483012
Somalia,Thailand,2284076313.2589,6.06323877961878,45.86797365769323,15.104280053757492,101.01411631186171
Somalia,Türkiye,109448867.787725,6.06323877961878,45.86797365769323,39.06054864637008,35.173145714521034
Somalia,Uganda,11363865759.548,6.06323877961878,45.86797365769323,1.2795561780297149,32.3910249429228
Somalia,Yemen,1881364494.06971,6.06323877961878,45.86797365769323,15.904743237561137,47.5931539336064
Somalia,Vietnam,804233893.343807,6.06323877961878,45.86797365769323,16.634340705916696,106.30855399281684
Somalia,Zambia,2275309582.40395,6.06323877961878,45.86797365769323,-13.458678272292644,27.79372313864366
Somalia,Zimbabwe,333732408.451332,6.06323877961878,45.86797365769323,-19.0003322009478,29.86874742351812
Somalia,Arunachal Pradesh,2095580515.73655,6.06323877961878,45.86797365769323,28.127346478780755,94.34451708702956
Somalia,Ilemi Triangle,328971853.441576,6.06323877961878,45.86797365769323,4.760056824703424,35.037657565421995
Somalia,Uzbekistan,127499964.842698,6.06323877961878,45.86797365769323,41.76138065418332,63.16219743986578
Somalia,Jammu Kashmir,685202222.993341,6.06323877961878,45.86797365769323,34.554486998316825,75.80336939320793
Somalia,Abyei,129273948.549666,6.06323877961878,45.86797365769323,9.76741507681428,28.398120749504933
Somalia,China,9422920278.59951,6.06323877961878,45.86797365769323,36.569851341711335,103.91702289557536
Somalia,South Atlantic Ocean,2164003216.94671,6.06323877961878,45.86797365769323,-33.73758393241584,-18.834109113606257
Somalia,North Pacific Ocean,263341107.795565,6.06323877961878,45.86797365769323,20.39638043169753,-138.3933510973343
Somalia,South China and Easter Archipelagic Seas,1892382987.6808,6.06323877961878,45.86797365769323,7.702317678750453,111.84998559843712
Somalia,Indian Ocean,111564898320.09,6.06323877961878,45.86797365769323,-27.27272098756299,79.60241033422611
Somalia,North Atlantic Ocean,3385100024.62132,6.06323877961878,45.86797365769323,31.77621229620658,-40.24757688973919
Suriname,Argentina,430127167.824278,4.135690917787564,-55.90571468625467,-35.3944310275484,-65.17033848878746
Suriname,Bolivia,4328459498.18211,4.135690917787564,-55.90571468625467,-16.709413019566107,-64.66501145420636
Suriname,Brazil,71528045867.0623,4.135690917787564,-55.90571468625467,-10.763507794550229,-53.08086153784248
Suriname,Costa Rica,145440073.075049,4.135690917787564,-55.90571468625467,9.973165305645686,-84.1959428817781
Suriname,Colombia,42385205051.711,4.135690917787564,-55.90571468625467,3.9064406524432833,-73.08287232419178
Suriname,Ecuador,3632250244.17093,4.135690917787564,-55.90571468625467,-1.4323338917327817,-78.76921545254643
Suriname,Guyana,15488683656.2996,4.135690917787564,-55.90571468625467,4.797108528584168,-58.97427335636006
Suriname,Mexico,158067270.039929,4.135690917787564,-55.90571468625467,23.948099064921763,-102.54252634519102
Suriname,Nicaragua,227728893.400723,4.135690917787564,-55.90571468625467,12.844520076992207,-85.03734244530914
Suriname,Panama,802163818.135206,4.135690917787564,-55.90571468625467,8.513228921085904,-80.10978124073942
Suriname,Peru,19569902235.755,4.135690917787564,-55.90571468625467,-9.169635773588595,-74.3606947767111
Suriname,Paraguay,546237028.25546,4.135690917787564,-55.90571468625467,-23.232543428435008,-58.39548234321272
Suriname,Venezuela,51105443247.9424,4.135690917787564,-55.90571468625467,7.127962272931792,-66.15052422640413
Suriname,South Atlantic Ocean,172016710.331562,4.135690917787564,-55.90571468625467,-33.73758393241584,-18.834109113606257
Suriname,South Pacific Ocean,153037740.961827,4.135690917787564,-55.90571468625467,-38.21706944924589,-140.64466333189102
Suriname,North Pacific Ocean,3683037673.57605,4.135690917787564,-55.90571468625467,20.39638043169753,-138.3933510973343
Suriname,North Atlantic Ocean,3252388972.94606,4.135690917787564,-55.90571468625467,31.77621229620658,-40.24757688973919
Suriname,French Guiana,105255149.70132,4.135690917787564,-55.90571468625467,3.9236058678336105,-53.23525035619098
Trinidad and Tobago,Bolivia,216688235.107961,10.471618474062936,-61.260371593967946,-16.709413019566107,-64.66501145420636
Trinidad and Tobago,Brazil,280523452.423356,10.471618474062936,-61.260371593967946,-10.763507794550229,-53.08086153784248
Trinidad and Tobago,Costa Rica,433150688.027722,10.471618474062936,-61.260371593967946,9.973165305645686,-84.1959428817781
Trinidad and Tobago,Colombia,5445952886.17722,10.471618474062936,-61.260371593967946,3.9064406524432833,-73.08287232419178
Trinidad and Tobago,Ecuador,1016376685.91614,10.471618474062936,-61.260371593967946,-1.4323338917327817,-78.76921545254643
Trinidad and Tobago,Honduras,186588371.118233,10.471618474062936,-61.260371593967946,14.820876194115137,-86.6102404757715
Trinidad and Tobago,Guatemala,162343941.489423,10.471618474062936,-61.260371593967946,15.695843101980934,-90.35518395394595
Trinidad and Tobago,Mexico,753279360.982587,10.471618474062936,-61.260371593967946,23.948099064921763,-102.54252634519102
Trinidad and Tobago,Nicaragua,808960505.204572,10.471618474062936,-61.260371593967946,12.844520076992207,-85.03734244530914
Trinidad and Tobago,Panama,1096105108.0585,10.471618474062936,-61.260371593967946,8.513228921085904,-80.10978124073942
Trinidad and Tobago,Peru,2186872995.74045,10.471618474062936,-61.260371593967946,-9.169635773588595,-74.3606947767111
Trinidad and Tobago,Venezuela,5365820527.45542,10.471618474062936,-61.260371593967946,7.127962272931792,-66.15052422640413
Trinidad and Tobago,United States,510977426.304814,10.471618474062936,-61.260371593967946,39.527849904464034,-99.03212563612506
Trinidad and Tobago,South Pacific Ocean,202011911.687885,10.471618474062936,-61.260371593967946,-38.21706944924589,-140.64466333189102
Trinidad and Tobago,North Pacific Ocean,7665046111.59869,10.471618474062936,-61.260371593967946,20.39638043169753,-138.3933510973343
